City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Henties Bay,-22.116,14.2845,61.5,86,100,7.87,NA,2022-11-20 22:54:36
295,Kutum,14.2,24.6667,61.59,20,1,7.16,SD,2022-11-20 22:46:39
296,Ilebo,-4.3167,20.5833,70.12,97,100,0.56,CD,2022-11-20 22:54:37
297,Georgetown,5.4112,100.3354,78.73,96,20,5.01,MY,2022-11-20 22:49:38
298,Morecambe,54.0684,-2.8611,39.06,96,77,1.99,GB,2022-11-20 22:54:37
299,Olinda,-8.0089,-34.8553,80.33,65,40,9.22,BR,2022-11-20 22:50:43
300,Porto Novo,6.4965,2.6036,76.82,81,43,8.68,BJ,2022-11-20 22:54:37
301,Lata,40.1629,-8.3327,62.08,97,100,9.13,PT,2022-11-20 22:54:38
302,Baruun-Urt,46.6806,113.2792,8.62,72,0,7.16,MN,2022-11-20 22:54:38
303,Kruisfontein,-34.0033,24.7314,53.89,82,33,3.76,ZA,2022-11-20 22:54:38
304,Anzio,41.4853,12.6179,51.98,70,0,15.7,IT,2022-11-20 22:54:38
305,Lodwar,3.1191,35.5973,84.72,41,41,10.45,KE,2022-11-20 22:54:39
306,Ojinaga,29.5667,-104.4167,50.58,66,100,5.75,MX,2022-11-20 22:54:39
307,Dolores,-36.3132,-57.6792,62.58,96,100,7.56,AR,2022-11-20 22:54:39
308,Lamu,-2.2717,40.902,78.08,86,100,6.78,KE,2022-11-20 22:54:40
309,Kasongo-Lunda,-6.4667,16.8167,69.44,98,89,1.83,CD,2022-11-20 22:54:40
310,Mindelo,16.8901,-24.9804,74.75,57,40,20.71,CV,2022-11-20 22:54:40
311,Novaya Ladoga,60.1025,32.3019,22.42,93,58,3.74,RU,2022-11-20 22:54:41
312,Anadyr,64.75,177.4833,-14.3,76,20,15.66,RU,2022-11-20 22:54:41
313,Port Augusta,-32.5,137.7667,59.56,39,77,18.84,AU,2022-11-20 22:54:41
314,Kawalu,-7.3817,108.2082,72.77,88,97,0.98,ID,2022-11-20 22:54:42
315,Shenjiamen,29.9576,122.298,60.58,81,0,4.34,CN,2022-11-20 22:54:42
316,Watsa,3.0372,29.5355,61.99,98,79,2.75,CD,2022-11-20 22:54:42
317,Marfino,55.7028,37.3822,27.09,84,100,2.24,RU,2022-11-20 22:54:43
318,Toamasina,-18.1667,49.3833,77.0,88,75,5.75,MG,2022-11-20 22:54:43
319,Belaya Gora,68.5333,146.4167,-31.74,100,35,0.6,RU,2022-11-20 22:54:43
320,Nhulunbuy,-12.2333,136.7667,88.41,66,99,5.75,AU,2022-11-20 22:54:44
321,Ixtapa,20.7,-105.2,78.22,71,96,7.0,MX,2022-11-20 22:54:44
322,Kirkwall,58.9848,-2.9587,37.45,93,74,5.75,GB,2022-11-20 22:54:44
323,Khasan,42.4308,130.6434,39.88,84,100,14.05,RU,2022-11-20 22:54:44
324,Elizabeth City,36.2946,-76.2511,41.02,57,100,6.17,US,2022-11-20 22:54:45
325,Coari,-4.085,-63.1414,83.14,66,84,1.21,BR,2022-11-20 22:54:45
326,Katsuura,35.1333,140.3,55.42,95,100,8.3,JP,2022-11-20 22:50:03
327,Whitehorse,60.7161,-135.0538,31.01,88,75,23.02,CA,2022-11-20 22:55:45
328,Synya,65.3718,58.0387,32.52,98,100,9.26,RU,2022-11-20 22:55:46
329,Camacha,33.0833,-16.3333,62.02,72,40,9.22,PT,2022-11-20 22:55:46
330,Acari,-15.4311,-74.6158,71.22,65,83,5.3,PE,2022-11-20 22:55:46
331,Ancud,-41.8697,-73.8203,54.1,59,2,2.35,CL,2022-11-20 22:55:47
332,Cockburn Town,21.4612,-71.1419,80.56,69,40,11.5,TC,2022-11-20 22:55:30
333,Saint-Augustin,51.226,-58.6502,22.95,95,100,25.99,CA,2022-11-20 22:55:47
334,Teguldet,57.3064,88.1667,1.22,83,100,12.35,RU,2022-11-20 22:55:47
335,Husavik,66.0449,-17.3389,43.66,79,100,13.06,IS,2022-11-20 22:55:47
336,Bara,10.3744,10.7288,73.71,29,3,7.92,NG,2022-11-20 22:55:48
337,Kavarna,43.4333,28.3333,55.58,97,99,11.3,BG,2022-11-20 22:55:48
338,Touros,-5.1989,-35.4608,79.05,76,65,15.93,BR,2022-11-20 22:55:48
339,Boulder City,35.9786,-114.8325,59.43,13,0,5.75,US,2022-11-20 22:55:49
340,Saquarema,-22.92,-42.5103,75.24,84,2,8.86,BR,2022-11-20 22:55:49
341,Tramore,52.1624,-7.1524,52.09,92,100,18.01,IE,2022-11-20 22:55:49
342,Catalina,32.5056,-110.9211,66.43,29,0,3.38,US,2022-11-20 22:55:49
343,Esso,55.9333,158.7,11.14,88,91,3.98,RU,2022-11-20 22:55:50
344,Flinders,-34.5833,150.8552,67.37,51,29,15.01,AU,2022-11-20 22:55:50
345,Paungde,18.4833,95.5,68.81,68,49,7.65,MM,2022-11-20 22:55:50
346,Sambava,-14.2667,50.1667,70.57,88,6,4.81,MG,2022-11-20 22:55:51
347,Lahaina,20.8783,-156.6825,83.44,84,3,12.06,US,2022-11-20 22:54:16
348,Hambantota,6.1241,81.1185,74.55,87,1,6.58,LK,2022-11-20 22:55:51
349,Petropavlovsk-Kamchatskiy,53.0452,158.6483,10.99,73,75,8.95,RU,2022-11-20 22:52:27
350,Tanout,14.9709,8.8879,69.62,18,89,10.58,NE,2022-11-20 22:55:51
351,Kayes,14.0,-11.0,81.73,18,100,2.33,ML,2022-11-20 22:55:52
352,Orange Cove,36.6244,-119.3137,69.3,28,0,5.75,US,2022-11-20 22:53:48
353,Asau,46.4333,26.4,31.28,100,100,2.57,RO,2022-11-20 22:55:52
354,Byron Bay,-28.65,153.6167,78.94,36,78,5.39,AU,2022-11-20 22:55:52
355,Jeremie,18.65,-74.1167,79.07,79,83,1.21,HT,2022-11-20 22:55:52
356,Portland,45.5234,-122.6762,53.08,44,40,4.0,US,2022-11-20 22:55:02
357,Rorvik,64.8621,11.2373,22.98,86,0,1.14,NO,2022-11-20 22:55:53
358,Bend,44.0582,-121.3153,46.33,42,0,5.75,US,2022-11-20 22:54:32
359,Topeka,39.0483,-95.678,46.45,45,2,4.0,US,2022-11-20 22:54:34
360,Dukat,62.55,155.55,-10.01,82,56,3.02,RU,2022-11-20 22:55:53
361,Littlehampton,50.8069,-0.5378,45.75,88,21,10.07,GB,2022-11-20 22:55:53
362,Uyemskiy,64.4743,40.8524,24.85,100,100,2.24,RU,2022-11-20 22:55:54
363,Umba,66.6871,34.3429,25.2,89,94,3.47,RU,2022-11-20 22:55:54
364,Panacan,9.2463,118.4082,79.86,84,100,1.79,PH,2022-11-20 22:55:54
365,Champerico,14.3,-91.9167,90.14,76,67,4.47,GT,2022-11-20 22:55:54
366,Alofi,-19.0595,-169.9187,80.49,74,31,9.22,NU,2022-11-20 22:55:55
367,Saint-Pierre,-21.3393,55.4781,71.28,68,0,8.05,RE,2022-11-20 22:55:55
368,Vila Franca Do Campo,37.7167,-25.4333,67.19,92,100,11.14,PT,2022-11-20 22:55:55
369,Huangzhai,38.0751,112.6595,39.61,63,90,6.02,CN,2022-11-20 22:55:56
370,Rtishchevo,52.2604,43.7874,29.17,93,100,0.25,RU,2022-11-20 22:55:56
371,Sri Aman,1.2376,111.4621,75.25,100,89,0.0,MY,2022-11-20 22:55:56
372,Izumo,35.3667,132.7667,51.75,93,40,9.22,JP,2022-11-20 22:55:57
373,Ballina,-28.8667,153.5667,79.02,37,60,4.5,AU,2022-11-20 22:45:38
374,Bileca,42.8719,18.4297,49.89,92,100,5.12,BA,2022-11-20 22:55:57
375,Muros,42.7762,-9.0603,63.09,95,100,22.32,ES,2022-11-20 22:56:57
376,Mount Isa,-20.7333,139.5,82.17,20,40,12.66,AU,2022-11-20 22:56:57
377,Borogontsy,62.6683,131.1683,-33.12,100,74,2.53,RU,2022-11-20 22:56:58
378,Guilin,25.2819,110.2864,62.71,84,83,2.33,CN,2022-11-20 22:56:58
379,Ketchikan,55.3422,-131.6461,41.67,96,100,4.76,US,2022-11-20 22:56:58
380,Jalu,29.0331,21.5482,65.53,28,95,8.48,LY,2022-11-20 22:56:59
381,Sioux Lookout,50.1001,-91.917,21.27,79,100,10.36,CA,2022-11-20 22:56:59
382,Coamo,18.08,-66.3579,79.75,86,7,6.13,PR,2022-11-20 22:56:59
383,Shubarshi,48.5872,57.1869,34.47,100,100,1.81,KZ,2022-11-20 22:56:59
384,Yatou,37.15,122.3833,55.33,85,100,4.41,CN,2022-11-20 22:57:00
385,Mogadishu,2.0371,45.3438,79.14,80,48,8.59,SO,2022-11-20 22:57:00
386,Sobolevo,54.4299,31.8996,21.61,90,100,8.12,RU,2022-11-20 22:57:00
387,Akhaldaba,41.654,42.1516,52.36,64,100,6.62,GE,2022-11-20 22:57:01
388,Johnson City,36.3134,-82.3535,35.89,55,0,0.0,US,2022-11-20 22:52:11
389,Awbari,26.5921,12.7805,57.65,33,1,10.07,LY,2022-11-20 22:57:01
390,Lengshuijiang,27.6881,111.4294,60.26,91,58,1.7,CN,2022-11-20 22:57:01
391,Wanganui,-39.9333,175.05,66.6,71,91,11.01,NZ,2022-11-20 22:57:02
392,Wenatchee,47.4235,-120.3103,42.66,70,27,2.44,US,2022-11-20 22:57:02
393,Falmouth,50.1544,-5.0711,52.38,82,75,10.36,GB,2022-11-20 22:57:02
394,Karratha,-20.7377,116.8463,82.08,29,100,6.71,AU,2022-11-20 22:57:03
395,The Valley,18.217,-63.0578,80.74,78,20,13.8,AI,2022-11-20 22:57:03
396,Mecca,21.4267,39.8261,78.24,58,1,2.33,SA,2022-11-20 22:57:03
397,Ahipara,-35.1667,173.1667,65.91,76,97,14.25,NZ,2022-11-20 22:57:04
398,Lianzhou,24.7811,112.3825,63.61,96,47,0.6,CN,2022-11-20 22:57:04
399,Kenai,60.5544,-151.2583,38.14,80,100,6.8,US,2022-11-20 22:57:04
400,Xiaoweizhai,26.1903,107.5125,61.79,97,100,2.93,CN,2022-11-20 22:57:05
401,Dunmore Town,25.5,-76.65,80.26,71,62,11.74,BS,2022-11-20 22:57:05
402,Hualmay,-11.0964,-77.6139,66.38,79,83,8.48,PE,2022-11-20 22:57:05
403,Rio Grande,-32.035,-52.0986,75.31,81,100,19.39,BR,2022-11-20 22:57:05
404,Boralday,43.3578,76.8594,40.86,87,100,8.95,KZ,2022-11-20 22:57:06
405,Cantapoy,9.4906,125.4364,78.93,83,50,4.7,PH,2022-11-20 22:57:06
406,Atambua,-9.1061,124.8925,74.37,91,100,0.45,ID,2022-11-20 22:57:06
407,Lac Du Bonnet,50.2536,-96.0612,17.04,91,100,6.04,CA,2022-11-20 22:57:07
408,Milkovo,54.7167,158.6167,10.58,88,87,0.76,RU,2022-11-20 22:57:07
409,Taunggyi,20.7833,97.0333,56.57,94,55,2.59,MM,2022-11-20 22:57:07
410,Inirida,3.8653,-67.9239,76.89,92,98,2.89,CO,2022-11-20 22:57:08
411,Itoman,26.1247,127.6694,75.22,78,20,13.8,JP,2022-11-20 22:57:08
412,Prince Rupert,54.3161,-130.3201,46.09,84,100,26.46,CA,2022-11-20 22:57:08
413,Barcelos,41.5388,-8.6151,62.74,96,100,15.48,PT,2022-11-20 22:57:09
414,Agadez,19.75,10.25,67.32,16,82,5.68,NE,2022-11-20 22:57:09
415,Creel,27.75,-107.6333,52.75,33,0,14.23,MX,2022-11-20 22:57:09
416,Belem De Sao Francisco,-8.7539,-38.9658,88.95,31,100,22.26,BR,2022-11-20 22:57:10
417,Walvis Bay,-22.9575,14.5053,65.35,68,100,9.22,NA,2022-11-20 22:57:10
418,Kargasok,59.0556,80.8572,-15.68,97,68,7.65,RU,2022-11-20 22:58:10
419,Cururupu,-1.8283,-44.8683,75.92,88,57,3.49,BR,2022-11-20 22:58:10
420,Kungurtug,50.5994,97.5228,10.08,90,100,1.3,RU,2022-11-20 22:58:11
421,Coruripe,-10.1256,-36.1756,77.61,79,90,13.4,BR,2022-11-20 22:58:11
422,Eureka,40.8021,-124.1637,61.2,75,74,3.0,US,2022-11-20 22:53:20
423,Esperance,-33.8667,121.9,57.24,56,83,7.05,AU,2022-11-20 22:58:12
424,Kodinsk,58.6881,99.1844,-10.14,96,53,3.13,RU,2022-11-20 22:58:12
425,Necochea,-38.5473,-58.7368,55.94,85,97,13.71,AR,2022-11-20 22:58:12
426,Aripuana,-9.1667,-60.6333,80.78,66,87,1.99,BR,2022-11-20 22:58:13
427,Uyuni,-20.4597,-66.825,56.7,7,0,14.88,BO,2022-11-20 22:58:13
428,Turayf,31.6725,38.6637,50.25,81,0,4.61,SA,2022-11-20 22:58:13
429,Oconomowoc,43.1117,-88.4993,30.04,63,0,8.05,US,2022-11-20 22:57:10
430,Nichinan,31.6,131.3667,56.88,84,1,4.09,JP,2022-11-20 22:58:13
431,Mkushi,-13.6202,29.3939,70.45,47,26,4.18,ZM,2022-11-20 22:58:14
432,Ushtobe,45.2514,77.9838,42.3,80,100,10.63,KZ,2022-11-20 22:58:14
433,Novouralsk,57.2439,60.0839,9.5,80,12,6.02,RU,2022-11-20 22:58:14
434,Batsfjord,70.6345,29.7185,35.53,86,75,4.61,NO,2022-11-20 22:58:15
435,Athmallik,20.7219,84.5348,62.38,56,99,1.72,IN,2022-11-20 22:58:15
436,Berlevag,70.8578,29.0864,37.4,80,75,11.5,NO,2022-11-20 22:58:15
437,Boguchar,49.9358,40.545,35.35,97,100,12.41,RU,2022-11-20 22:58:16
438,Pechenga,69.5259,31.1703,15.58,83,5,3.69,RU,2022-11-20 22:58:16
439,Sembe,1.6481,14.5806,71.62,95,84,1.41,CG,2022-11-20 22:58:16
440,Corrente,-3.7367,-43.3394,76.01,76,68,3.91,BR,2022-11-20 22:58:16
441,Constantine,36.365,6.6147,47.61,76,40,10.36,DZ,2022-11-20 22:58:17
442,Ocho Rios,18.4025,-77.1048,80.8,82,62,7.61,JM,2022-11-20 22:58:17
443,Port Hedland,-20.3167,118.5667,81.12,38,100,9.35,AU,2022-11-20 22:58:18
444,Redlands,34.0556,-117.1825,75.18,16,0,5.75,US,2022-11-20 22:55:38
445,Kushmurun,52.4503,64.6311,4.71,95,92,1.16,KZ,2022-11-20 22:58:18
446,Sao Joao Da Barra,-21.6403,-41.0511,77.09,89,19,8.14,BR,2022-11-20 22:58:18
447,Tazovskiy,67.4667,78.7,-13.94,96,99,9.46,RU,2022-11-20 22:58:18
448,Sugar Hill,34.1065,-84.0335,43.99,43,76,2.01,US,2022-11-20 22:58:19
449,Pedasi,7.5333,-80.0333,80.06,86,100,6.6,PA,2022-11-20 22:58:19
450,Haines Junction,60.7522,-137.5108,35.55,93,100,10.36,CA,2022-11-20 22:58:19
451,Payo,-3.7508,103.6372,71.4,89,60,1.54,ID,2022-11-20 22:58:20
452,Red Bluff,40.1785,-122.2358,65.86,28,94,3.04,US,2022-11-20 22:57:12
453,Tura,25.5198,90.2201,58.95,78,92,4.14,IN,2022-11-20 22:58:20
454,Arroio Dos Ratos,-30.0772,-51.7292,72.77,69,100,7.92,BR,2022-11-20 22:58:20
455,Ormara,25.2088,64.6357,77.09,77,0,8.88,PK,2022-11-20 22:58:21
456,Hobyo,5.3505,48.5268,80.73,75,94,14.74,SO,2022-11-20 22:58:21
457,Opuwo,-18.0607,13.84,73.18,62,100,9.98,NA,2022-11-20 22:58:21
458,San Isidro,-12.1167,-77.05,65.79,72,40,10.36,PE,2022-11-20 22:58:21
459,Chalus,36.655,51.4204,49.46,87,0,0.0,IR,2022-11-20 22:58:22
460,Roald,62.5833,6.1333,34.75,69,0,5.75,NO,2022-11-20 22:58:22
461,Ilinskiy,55.619,38.1182,27.52,93,100,7.0,RU,2022-11-20 22:58:22
462,Charters Towers,-20.1,146.2667,82.4,64,100,6.26,AU,2022-11-20 22:59:23
463,Jiayuguan,39.8167,98.3,31.44,30,100,1.59,CN,2022-11-20 22:59:23
464,Lasa,46.6166,10.7002,31.03,63,77,4.23,IT,2022-11-20 22:59:23
465,Linxia,35.6003,103.2064,30.56,76,97,1.79,CN,2022-11-20 22:59:24
466,Emerald,-23.5333,148.1667,82.35,73,62,6.71,AU,2022-11-20 22:59:24
467,Konyshevka,51.8418,35.2941,25.72,96,100,12.93,RU,2022-11-20 22:59:24
468,Fairbanks,64.8378,-147.7164,25.61,91,100,2.33,US,2022-11-20 22:59:24
469,Mao,39.8885,4.2658,55.96,82,20,5.75,ES,2022-11-20 22:59:25
470,Praia Da Vitoria,38.7333,-27.0667,70.05,88,75,9.22,PT,2022-11-20 22:59:25
471,Midland,31.9974,-102.0779,43.05,56,100,5.75,US,2022-11-20 22:57:31
472,Nacimiento,-37.5,-72.6667,68.36,34,0,11.21,CL,2022-11-20 22:59:25
473,Kirakira,-10.4544,161.9205,83.23,77,37,8.1,SB,2022-11-20 22:59:26
474,Puerto Escondido,15.85,-97.0667,82.54,75,8,4.03,MX,2022-11-20 22:59:26
475,Artyom,40.4723,50.333,53.74,76,87,3.36,AZ,2022-11-20 22:59:26
476,Half Moon Bay,37.4636,-122.4286,68.92,41,0,5.75,US,2022-11-20 22:59:27
477,Aswan,24.0934,32.907,70.9,46,0,5.75,EG,2022-11-20 22:57:27
478,Polunochnoye,60.8697,60.4153,4.39,94,59,4.43,RU,2022-11-20 22:59:27
479,Frederikshavn,57.4407,10.5366,36.36,76,100,18.48,DK,2022-11-20 22:59:27
480,Port Hardy,50.6996,-127.4199,42.98,87,100,14.97,CA,2022-11-20 22:59:28
481,Bobon,12.5246,124.5636,78.94,88,77,7.29,PH,2022-11-20 22:59:28
482,Yerbogachen,61.2767,108.0108,1.22,88,100,8.14,RU,2022-11-20 22:59:28
483,Zhuhai,22.2769,113.5678,74.98,83,40,14.97,CN,2022-11-20 22:59:28
484,Pasni,25.2631,63.471,76.73,73,0,6.04,PK,2022-11-20 22:59:29
485,Haradok,55.4624,29.9816,17.71,89,89,8.41,BY,2022-11-20 22:57:15
486,Palasa,18.7667,84.4167,70.52,55,80,6.82,IN,2022-11-20 22:59:29
487,Strezhevoy,60.7333,77.5889,-20.07,99,33,5.48,RU,2022-11-20 22:59:29
488,Boa Vista,2.8197,-60.6733,84.18,61,20,9.22,BR,2022-11-20 22:55:43
489,Catamarca,-28.4696,-65.7852,67.69,83,94,13.4,AR,2022-11-20 22:59:30
490,Seydisehir,37.4193,31.8453,49.57,71,100,4.03,TR,2022-11-20 22:59:30
491,Gubbio,43.3545,12.5725,39.96,85,16,1.03,IT,2022-11-20 22:56:12
492,Mehamn,71.0357,27.8492,37.35,81,75,9.22,NO,2022-11-20 22:59:30
493,Nanticoke,41.2054,-76.0049,29.46,55,54,9.57,US,2022-11-20 22:59:31
494,Otradnoye,59.7775,30.8181,23.09,96,59,3.22,RU,2022-11-20 22:59:31
495,Bereda,43.2686,-7.5406,59.41,100,100,11.36,ES,2022-11-20 22:59:31
496,San Angelo,31.4638,-100.437,38.28,89,100,3.44,US,2022-11-20 22:59:32
497,Havoysund,70.9963,24.6622,37.63,78,4,2.77,NO,2022-11-20 22:59:32
498,Bilibino,68.0546,166.4372,-17.36,99,100,2.77,RU,2022-11-20 22:59:32
499,Murcia,38.0,-1.5,56.52,57,5,6.87,ES,2022-11-20 22:59:32
500,Avera,33.194,-82.5271,42.31,39,100,4.38,US,2022-11-20 22:59:33
501,Kibre Mengist,5.8833,38.9833,54.18,77,80,2.66,ET,2022-11-20 22:59:33
502,Muisne,0.6,-80.0333,73.76,83,100,10.29,EC,2022-11-20 22:59:33
503,Panguna,-6.3164,155.4848,80.29,57,70,4.76,PG,2022-11-20 22:59:34
504,Moerai,-22.4333,-151.3333,72.54,66,4,15.84,PF,2022-11-20 22:59:34
505,Garowe,8.4054,48.4845,72.9,71,77,12.68,SO,2022-11-20 22:59:35
506,Dzaoudzi,-12.7887,45.2699,78.69,83,0,5.75,YT,2022-11-20 22:59:35
507,Tacuarembo,-31.7333,-55.9833,82.6,40,100,5.12,UY,2022-11-20 22:58:26
508,Verkhnedneprovskiy,54.9813,33.3457,21.4,90,100,7.76,RU,2022-11-20 22:59:35
509,Solnechnyy,50.7214,136.6319,18.39,85,11,4.29,RU,2022-11-20 22:59:36
510,Cache Creek,50.8101,-121.3246,31.91,96,93,2.37,CA,2022-11-20 23:00:32
511,Susangerd,31.5608,48.1831,64.53,47,0,7.54,IR,2022-11-20 23:00:36
512,Pangkalanbuun,-2.6833,111.6167,74.82,97,100,1.25,ID,2022-11-20 23:00:36
513,Lubumbashi,-11.6609,27.4794,63.86,82,32,3.04,CD,2022-11-20 23:00:37
514,Davidson,36.1501,-86.7833,39.65,35,0,0.0,US,2022-11-20 23:00:38
515,Kukmor,56.1855,50.8944,22.06,87,100,3.51,RU,2022-11-20 23:00:39
516,Sinnamary,5.3833,-52.95,79.52,81,96,10.87,GF,2022-11-20 23:00:39
517,Canton,23.1167,113.25,74.88,66,3,5.12,CN,2022-11-20 22:58:47
518,Baykit,61.67,96.37,-2.31,98,100,5.08,RU,2022-11-20 23:00:39
519,Sabang,5.8933,95.3214,80.67,78,100,16.96,ID,2022-11-20 23:00:40
520,Elbistan,38.2059,37.1983,49.86,66,100,0.13,TR,2022-11-20 23:00:40
521,Abaete,-19.16,-45.4458,70.36,77,88,5.53,BR,2022-11-20 23:00:41
522,Masvingo,-20.0637,30.8277,63.86,75,14,12.64,ZW,2022-11-20 23:00:41
523,Kyzyl-Suu,42.3414,78.0056,32.18,61,79,7.92,KG,2022-11-20 23:00:41
524,Zhifang,30.35,114.3167,60.4,80,43,5.99,CN,2022-11-20 23:00:42
525,Tornio,65.8481,24.1466,6.82,88,17,4.45,FI,2022-11-20 23:00:42
526,Narsaq,60.9167,-46.05,25.02,85,100,4.85,GL,2022-11-20 23:00:42
527,Jackson,42.4165,-122.8345,55.92,37,98,1.99,US,2022-11-20 22:58:09
528,Constitucion,-35.3333,-72.4167,59.77,67,0,15.84,CL,2022-11-20 23:00:43
529,Biak,-0.9131,122.8766,76.33,83,100,1.52,ID,2022-11-20 23:00:43
530,Xiaoshan,30.1675,120.2588,59.86,94,75,4.47,CN,2022-11-20 23:00:44
531,Nome,64.5011,-165.4064,30.16,84,100,8.08,US,2022-11-20 23:00:44
532,Nioro,13.35,-15.75,73.49,30,100,4.12,GM,2022-11-20 23:00:45
533,Kahului,20.8947,-156.47,81.97,80,9,5.99,US,2022-11-20 23:00:08
534,Antofagasta,-23.65,-70.4,62.82,82,11,6.2,CL,2022-11-20 23:00:10
535,Mangai,-4.05,19.5333,69.94,99,100,2.75,CD,2022-11-20 23:00:45
536,Chicama,-7.8447,-79.1469,68.0,74,10,7.87,PE,2022-11-20 23:00:46
537,Virginia Beach,36.8529,-75.978,44.02,56,92,12.12,US,2022-11-20 22:58:11
538,Gorbehaza,47.8333,21.2333,33.98,86,89,2.33,HU,2022-11-20 23:00:46
539,Labuhan,-6.8844,112.2051,78.93,80,100,6.22,ID,2022-11-20 23:00:47
540,Yulara,-25.2406,130.9889,72.63,24,96,14.58,AU,2022-11-20 23:00:47
541,Winchester,51.0651,-1.3187,42.66,92,100,6.91,GB,2022-11-20 23:00:13
542,Saint Joseph,39.7686,-94.8466,44.98,37,0,12.66,US,2022-11-20 23:00:48
543,Varhaug,58.6147,5.6457,33.89,50,73,2.39,NO,2022-11-20 23:00:48
544,Port Shepstone,-30.7414,30.455,63.16,81,21,8.48,ZA,2022-11-20 23:00:49
545,Santa Cruz,-17.8,-63.1667,88.92,41,18,6.46,BO,2022-11-20 23:00:07
546,Williams Lake,52.1415,-122.1445,31.84,85,100,2.44,CA,2022-11-20 23:00:34
547,Kastamonu,41.5,33.6667,51.8,75,100,1.77,TR,2022-11-20 23:00:49
548,Kanungu,-0.9575,29.7897,59.92,97,99,2.44,UG,2022-11-20 23:00:49
549,Zhanaozen,43.3,52.8,47.68,94,63,4.23,KZ,2022-11-20 23:00:50
550,Requena,39.4883,-1.1004,51.51,84,83,14.47,ES,2022-11-20 23:00:50
551,Baisha,26.5222,110.9311,61.92,92,83,1.41,CN,2022-11-20 23:00:50
552,Leh,34.1667,77.5833,11.23,79,13,2.86,IN,2022-11-20 23:00:51
553,Enumclaw,47.2043,-121.9915,52.63,44,55,3.0,US,2022-11-20 22:56:35
554,Ambon,-3.6954,128.1814,78.94,94,40,5.75,ID,2022-11-20 22:57:35
555,Hohhot,40.8106,111.6522,30.52,47,39,3.29,CN,2022-11-20 23:00:51
556,Dzilam Gonzalez,21.2833,-88.9333,77.14,83,75,4.43,MX,2022-11-20 23:00:52
557,Kieta,-6.2167,155.6333,84.56,62,65,6.24,PG,2022-11-20 23:01:52
558,Houston,29.7633,-95.3633,55.0,59,100,6.91,US,2022-11-20 23:00:52
559,Kitui,-1.367,38.0106,64.4,90,90,1.74,KE,2022-11-20 23:01:52
560,Sochi,43.6,39.7303,59.09,67,100,7.96,RU,2022-11-20 23:01:53
561,Bulaevo,54.9056,70.4439,12.2,89,99,7.45,KZ,2022-11-20 23:01:53
562,Dingzhou,38.5131,114.9956,43.48,88,87,6.82,CN,2022-11-20 23:01:53
563,La Ronge,55.1001,-105.2842,23.43,83,58,9.95,CA,2022-11-20 23:01:54
564,Vallenar,-28.5708,-70.7581,74.89,46,0,5.79,CL,2022-11-20 23:01:54
565,Northampton,40.8754,-75.2499,28.98,44,15,1.01,US,2022-11-20 23:01:54
566,Alenquer,-1.9417,-54.7383,83.61,54,79,4.88,BR,2022-11-20 23:01:55
567,Chardara,41.2547,67.9692,51.44,71,6,10.18,KZ,2022-11-20 23:01:55
568,Ingham,42.6,-84.3833,22.95,73,0,0.0,US,2022-11-20 23:01:55
569,Wonthaggi,-38.6044,145.5913,46.81,78,96,27.63,AU,2022-11-20 23:01:56
570,Benguela,-12.5763,13.4055,76.32,81,90,5.21,AO,2022-11-20 23:00:34
571,Petropavl,54.8753,69.1628,11.84,89,99,7.52,KZ,2022-11-20 23:01:56
572,Gamba,-2.65,10.0,75.11,91,100,2.48,GA,2022-11-20 23:01:56
573,Lodeynoye Pole,60.726,33.5531,17.98,99,61,1.81,RU,2022-11-20 23:01:57
574,Deputatskiy,69.3,139.9,-18.72,90,97,0.65,RU,2022-11-20 23:01:57
575,Coquimbo,-29.9533,-71.3436,62.33,77,0,9.22,CL,2022-11-20 22:59:57
576,Mantua,45.1667,10.7833,42.04,89,60,1.01,IT,2022-11-20 23:01:57
577,Grafton,42.207,-71.6856,30.97,44,2,4.0,US,2022-11-20 23:01:58
578,Grigoropolisskaya,45.2972,41.0567,56.79,59,100,7.36,RU,2022-11-20 23:01:58
579,Hammerfest,70.6634,23.6821,28.85,100,20,2.3,NO,2022-11-20 23:01:58
580,Gazimurskiy Zavod,51.5461,118.3266,-13.61,98,10,3.33,RU,2022-11-20 23:01:59
581,Ishinomaki,38.4167,141.3,51.85,97,100,7.81,JP,2022-11-20 23:01:59
582,Makat,47.6469,53.3463,39.02,94,36,8.52,KZ,2022-11-20 23:01:59
583,Parfenyevo,58.484,43.4088,12.4,92,47,2.33,RU,2022-11-20 23:02:00
584,Benoy,8.9833,16.3199,74.71,32,14,2.59,TD,2022-11-20 23:02:00
585,Lohja,60.2486,24.0653,27.45,83,37,7.54,FI,2022-11-20 23:02:00
586,Margate,51.3813,1.3862,45.7,84,88,4.0,GB,2022-11-20 23:01:44
587,Pochutla,15.7432,-96.4661,81.82,73,10,5.3,MX,2022-11-20 23:02:00
588,Kalmunai,7.4167,81.8167,72.28,87,5,8.01,LK,2022-11-20 23:02:01
589,Maumere,-8.6199,122.2111,81.41,77,91,5.59,ID,2022-11-20 23:02:01
590,Sandy Bay,-42.913,147.3532,51.3,63,75,18.41,AU,2022-11-20 23:02:02
591,Caravelas,-17.7125,-39.2481,71.08,96,100,2.19,BR,2022-11-20 23:02:02
